file_name,genre,chroma_stft_mean,chroma_stft_dev,spectral_centroid_mean,spectral_centroid_dev,spectral_rolloff_mean,spectral_rolloff_dev,mfcc_mean,mfcc_var,rms_mean,rms_dev,zero_crossing_rate_mean,zero_crossing_rate_dev
rock.00001.clip0.wav,rock,0.4429466,0.2907197,1648.0326272607062,200.12585531627883,3654.7718394886365,359.275647986028,4.5056705,40.81346,0.1852499,0.020879358,0.07280939275568182,0.01461667065863631
rock.00001.clip1.wav,rock,0.31273815,0.28065914,1654.8771619383597,314.2080069524962,3493.2728160511365,674.5664863038436,3.3252745,41.02125,0.17475477,0.042320747,0.07176624644886363,0.020305608003349896
rock.00001.clip2.wav,rock,0.39288652,0.30648583,936.6100444093947,271.27777323537623,1853.5683371803977,655.6704579609551,5.8470254,51.958363,0.2163149,0.05173364,0.027299360795454544,0.010908776842278076
rock.00001.clip3.wav,rock,0.32700247,0.29018563,1548.3512910164923,226.44994819537277,3253.2265403053975,495.2048520007559,4.6854396,41.81396,0.20545329,0.048198335,0.05660733309659091,0.016853709847636712
rock.00001.clip4.wav,rock,0.3624921,0.2977925,1364.832180990006,287.402485052535,2953.7192604758525,680.2000761570694,5.5116787,43.872368,0.20849937,0.049139887,0.049516157670454544,0.01375419039825824
rock.00001.clip5.wav,rock,0.38486022,0.29303113,1484.1200377306884,295.43714177199934,3114.9735884232955,716.9507706713495,4.5703483,41.914722,0.19622134,0.035534296,0.05088112571022727,0.018568285339574556
rock.00001.clip6.wav,rock,0.44559962,0.2679976,1661.6272990620978,207.54832500378456,3504.52880859375,472.12889890991084,3.844505,39.984222,0.19462562,0.030349264,0.06832608309659091,0.013999442212985568
rock.00001.clip7.wav,rock,0.4819287,0.27438033,1657.6805446201108,348.0632611115969,3526.5514026988635,644.732451557475,3.200668,39.123474,0.19135915,0.034694698,0.06660600142045454,0.028443515035086273
rock.00001.clip8.wav,rock,0.55492306,0.24874683,1697.4797589127068,551.3294340877943,3485.1978648792615,1246.6615179664159,4.7951174,38.930855,0.1995788,0.054559052,0.07591663707386363,0.03545606121688945
rock.00001.clip9.wav,rock,0.36398363,0.2967601,1252.7215063675887,593.2946276471907,2688.2246537642045,1620.7641435760574,5.6139793,44.591774,0.28115484,0.040387385,0.032470703125,0.01582160713216041
rock.00001.clip10.wav,rock,0.45540136,0.281332,1168.3964826618178,161.70802512394957,2235.293301669034,366.84244829916474,5.983578,43.6012,0.23793745,0.044979304,0.04343483664772727,0.011688171509043888
rock.00001.clip11.wav,rock,0.45162705,0.2795343,1243.801963355878,283.4288678525268,2453.0722878196025,811.8680344238007,5.2056017,42.723312,0.23382133,0.037842814,0.039484197443181816,0.013792065874817069
rock.00001.clip12.wav,rock,0.4485616,0.2923783,1123.1715544288331,424.58590996777247,2227.463045987216,1014.0687433109639,5.273685,49.95484,0.19781594,0.036582805,0.033003373579545456,0.018998903646111134
rock.00001.clip13.wav,rock,0.35968307,0.28661644,1347.9630565998918,280.24358742160564,2956.655606356534,710.4518962685172,5.6099677,40.984413,0.21355486,0.033028882,0.04659756747159091,0.011729101857978702
rock.00001.clip14.wav,rock,0.324441,0.29157045,1474.5301704201247,256.1411049975292,3022.723388671875,651.8185860990009,3.846261,40.463573,0.21561931,0.059919342,0.047196821732954544,0.010639267986195043
rock.00001.clip15.wav,rock,0.40648785,0.29284135,1235.3929270241272,680.201036363192,2514.00146484375,1604.8418214343926,6.269226,48.723206,0.19902724,0.0468591,0.02948552911931818,0.015765242508664293
rock.00001.clip16.wav,rock,0.3445071,0.28631827,1397.941984218959,214.0233516485246,3002.413662997159,500.19469165065175,4.2089763,41.954803,0.18718958,0.026821664,0.048273259943181816,0.011655970361155578
rock.00001.clip17.wav,rock,0.382477,0.30651587,1297.4560970227735,322.13137469614577,2608.6986194957385,814.8920835635001,3.6742756,44.48147,0.21450426,0.060390707,0.044133966619318184,0.015557304048718294
rock.00001.clip18.wav,rock,0.43331897,0.29762277,1279.7408453500009,253.39112206745443,2549.7270063920455,888.8221382329099,5.589833,45.07127,0.19553405,0.044654503,0.040826970880681816,0.011105881581587854
rock.00001.clip19.wav,rock,0.37640047,0.29129782,1729.3753128561113,411.74039255010115,3674.347478693182,794.7830055781654,2.0669286,39.299454,0.16591512,0.06654637,0.06065784801136364,0.03081783464245929
rock.00001.clip20.wav,rock,0.39435115,0.30837166,1528.5522583153795,204.789406597323,3314.645108309659,613.3982501740695,4.657176,39.549484,0.22277552,0.057727113,0.04373446377840909,0.01350896214145269
rock.00001.clip21.wav,rock,0.34498358,0.30013958,1356.4701328133551,176.19364088808453,2580.8033336292615,407.6831751279901,5.495915,41.310875,0.22297354,0.04643248,0.05298961292613636,0.010652779069246708
rock.00001.clip22.wav,rock,0.22839087,0.28596956,1745.9376214374495,197.28506294044905,3962.354070490057,674.4728802608554,-0.59736407,43.464466,0.1268729,0.016886072,0.05153586647727273,0.013288581393543499
rock.00001.clip23.wav,rock,0.19599102,0.28725246,1833.4267682821194,145.57059078527743,4397.42265181108,450.81084969655456,-5.3749385,49.642788,0.10469851,0.015549208,0.0372314453125,0.006911712388146513
rock.00001.clip24.wav,rock,0.22314507,0.2839847,1735.5351342324975,377.1750819916017,3953.5450328480115,945.3023206731594,-1.0178849,50.903797,0.0916074,0.038658176,0.04952725497159091,0.01728825247309075
rock.00001.clip25.wav,rock,0.32692277,0.2901083,2198.7017392143002,439.9851241329278,4979.308527166193,980.4045063966976,-5.220283,62.65696,0.029560583,0.015381529,0.09136408025568182,0.04036795329955007
rock.00001.clip26.wav,rock,0.44629738,0.28278,2092.7648994259152,403.7963607947193,4669.768732244318,882.184765279358,-4.8357368,53.759636,0.06425627,0.044654187,0.0968017578125,0.04725104550631085
rock.00001.clip27.wav,rock,0.33989894,0.3061455,1467.866172634787,284.52473784352804,3285.036954012784,934.4675361752578,2.273592,47.196396,0.1304072,0.048530452,0.039484197443181816,0.010133020957861292
rock.00001.clip28.wav,rock,0.19219095,0.28663236,1806.6165701336279,278.13002242780664,4265.287087180398,943.1968192490274,-1.6339203,46.23693,0.11711869,0.020905849,0.04770729758522727,0.010116424127625001
rock.00001.clip29.wav,rock,0.2813516,0.307654,2000.7943762160162,925.8903693279559,4096.202503551136,1832.0464912637897,-6.0780015,49.3166,0.08602294,0.01919222,0.08094371448863637,0.07051733706344972
rock.00002.clip0.wav,rock,0.36974382,0.29537785,1946.5274338016131,403.5894637295255,3785.4392311789775,979.8153754714936,2.127027,39.62536,0.18036994,0.07487171,0.09694602272727272,0.029573272733820592
rock.00002.clip1.wav,rock,0.4755724,0.2929839,2012.5192778507198,385.8438788749915,4345.547207919034,920.6065810282764,2.8485813,45.43716,0.13691743,0.09368622,0.07936789772727272,0.029448047205829934
rock.00002.clip2.wav,rock,0.41122365,0.27479285,1979.949283806925,716.4249119763565,3773.938543146307,1278.0993105823088,2.9943864,40.08753,0.19860202,0.0700542,0.11058460582386363,0.04710361203760706
rock.00002.clip3.wav,rock,0.38536286,0.29415855,1868.45481919132,555.4502420024422,3906.0741077769885,1158.756597664877,4.0496345,40.486256,0.19196922,0.08642522,0.0899658203125,0.03375039948121054
rock.00002.clip4.wav,rock,0.462747,0.29515815,1904.218281685604,863.7298955064772,3562.521639737216,1637.788629278469,1.915285,45.996525,0.18562761,0.08252966,0.09559215198863637,0.05668192477771392
rock.00002.clip5.wav,rock,0.37749565,0.28086677,1499.0500042336544,177.99208829851713,2604.049405184659,356.77475153292244,-5.8576603,63.039833,0.07621837,0.057026684,0.08064408735795454,0.014287752587484843
rock.00002.clip6.wav,rock,0.47208983,0.27905542,1639.8810876423913,317.21807941627094,3276.7173073508525,725.364730068424,0.6829699,49.650826,0.12921241,0.08251172,0.0621337890625,0.028282810361649736
rock.00002.clip7.wav,rock,0.44115758,0.3153045,1590.1612770733577,705.3226328983258,3415.949041193182,1497.8744565894601,3.799496,47.86701,0.15802513,0.06505443,0.04954944957386364,0.04048112168490225
rock.00002.clip8.wav,rock,0.43554276,0.30377045,1841.9109113862696,648.0315458630662,3935.9269575639205,1367.2050172589961,2.2498837,47.24445,0.12894127,0.071478315,0.05978116122159091,0.03944217969244262
rock.00002.clip9.wav,rock,0.4420403,0.30344447,1831.8517087473117,913.9830419609789,3950.8533824573865,1870.0513076384545,2.2406754,50.021137,0.12492222,0.069927946,0.06549627130681818,0.05160752854105495
rock.00002.clip10.wav,rock,0.495694,0.27186316,2309.1685665935606,445.34118227724446,4766.423450816761,975.207375025311,2.6119895,40.684723,0.14930604,0.067785315,0.10604580965909091,0.037742402447184124
rock.00002.clip11.wav,rock,0.480168,0.29739794,1957.2429957240151,598.3260478192719,3940.331476384943,1226.5884441674436,2.6648164,42.67453,0.14314745,0.072443336,0.08802379261363637,0.04365115749400428
rock.00002.clip12.wav,rock,0.38782856,0.292687,1478.5031745634208,682.891394172302,3200.372314453125,1391.0620523477526,4.340267,47.15342,0.16919042,0.053167365,0.042724609375,0.03680477432314643
rock.00002.clip13.wav,rock,0.4839376,0.30816904,1803.1340939807071,595.3995647937002,4005.9098677201705,1268.8060023956373,1.5739152,52.652283,0.10962205,0.07983511,0.051447088068181816,0.035571197040709976
rock.00002.clip14.wav,rock,0.4528798,0.30691966,2221.876771468076,892.9209341599807,5055.408824573864,1742.3085954280027,1.3827045,54.33782,0.09799826,0.07396934,0.06692782315340909,0.045790217214351656
rock.00002.clip15.wav,rock,0.4116458,0.29675835,2052.55456438349,712.1124769663396,4476.948686079545,1461.6092382045106,0.7081639,47.267765,0.13155483,0.08195649,0.06961337002840909,0.04460999527448481
rock.00002.clip16.wav,rock,0.43521032,0.28478768,1658.4912711152213,825.2859960493063,3487.155428799716,1611.1900728905484,2.6347594,48.86096,0.1457952,0.07521872,0.06510786576704546,0.06950998911960661
