genre,chroma_stft_mean,chroma_stft_dev,spectral_centroid_mean,spectral_centroid_dev,spectral_rolloff_mean,spectral_rolloff_dev,rms_mean,rms_dev,zero_crossing_rate_mean,zero_crossing_rate_dev
rock,0.43229588866233826,0.28863009810447693,2168.8857924163985,567.2903800984727,4587.234825721154,1349.8672045862056,0.18159575760364532,0.053568921983242035,0.10026292067307692,0.041026200999815424
rock,0.37643399834632874,0.2758386433124542,1995.5722673371267,305.7942563922287,4506.154033954327,685.6860261782831,0.21366064250469208,0.03317394107580185,0.07781700721153846,0.02318472989620537
rock,0.39326179027557373,0.27020469307899475,2157.509495670297,237.29453985633896,4795.609975961538,521.384727677557,0.21267396211624146,0.029868803918361664,0.08947566105769231,0.02031752498598973
rock,0.4560980498790741,0.28868332505226135,2293.119246337915,526.0707520474406,4854.080904447115,1100.461634292563,0.14605951309204102,0.07038432359695435,0.11426532451923077,0.04993781053880026
rock,0.37341034412384033,0.3024221956729889,1844.4726837503301,366.1272211792581,3756.46728515625,764.3912077163203,0.08568911999464035,0.035189252346754074,0.08227914663461539,0.027648053877700262
rock,0.4263439178466797,0.29153943061828613,1805.811257821605,618.2897452449076,3764.5008263221152,1343.8133925730463,0.10210701823234558,0.056619446724653244,0.08090444711538461,0.04562494622253875
rock,0.371613085269928,0.3020979166030884,1778.6105600784542,366.5539064926924,3547.0154747596152,960.8704696716549,0.11574669927358627,0.04944992810487747,0.076318359375,0.022686039694326636
rock,0.37226396799087524,0.2903446555137634,1599.5786609040251,406.48121172236154,3704.373497596154,1160.1840903353725,0.07564927637577057,0.040375787764787674,0.04610877403846154,0.015424639650662427
rock,0.42972174286842346,0.2861994504928589,1979.139624997091,547.563277448239,4153.589242788462,1164.298080104907,0.08722718805074692,0.05464009940624237,0.08967097355769231,0.04332422266900613
rock,0.25405415892601013,0.28478768467903137,2343.2802652527776,364.4277601800589,4630.384051983173,797.2914798991762,0.06331387907266617,0.036245185881853104,0.13561448317307692,0.024645578499418633
rock,0.3834744095802307,0.29957544803619385,1411.2141760077488,427.46742286546817,3003.0536358173076,991.4465932695176,0.19465334713459015,0.04191764444112778,0.05871769831730769,0.026031412336612235
rock,0.3522528111934662,0.29067498445510864,1466.120166519058,284.44508725755804,3112.210411658654,649.7284364243764,0.20615947246551514,0.041066139936447144,0.05369591346153846,0.016749808543754373
rock,0.49369314312934875,0.2700110971927643,1670.2801463638004,396.7936001356493,3502.044208233173,860.9748132403352,0.1977987289428711,0.03935691714286804,0.07211162860576924,0.02851965307539109
rock,0.41966718435287476,0.29114896059036255,1218.28619492918,394.3087604333322,2456.193096454327,1088.563002888437,0.25443780422210693,0.04362048581242561,0.03931415264423077,0.014156948334122562
rock,0.378260999917984,0.2977427840232849,1308.9459795758526,361.44427719099286,2722.542255108173,887.9957710683293,0.2118004411458969,0.043130453675985336,0.04322791466346154,0.015234806990543215
rock,0.3714940845966339,0.29336702823638916,1310.016244098304,458.8119832986991,2712.189753605769,1103.6737743896483,0.20280355215072632,0.0471687950193882,0.0416015625,0.01626309831901564
rock,0.39853641390800476,0.30184775590896606,1505.8166980983165,356.3867952630559,3166.7059795673076,909.5413627938709,0.19744442403316498,0.059627119451761246,0.049395282451923074,0.02198465583184799
rock,0.2569442689418793,0.29904159903526306,1641.5057845505385,270.4771159759827,3637.1236478365386,927.273818238339,0.15355081856250763,0.058840371668338776,0.04836989182692308,0.012421604789693015
rock,0.3334179222583771,0.30055907368659973,2013.8994152019354,447.4220338215237,4552.0363206129805,1013.5948106884623,0.062618687748909,0.043402399867773056,0.08116361177884615,0.04311644306086474
rock,0.2669340968132019,0.304554283618927,1764.326987986338,626.8221749326165,3882.850623497596,1368.9180491598568,0.1125982254743576,0.037287626415491104,0.05732421875,0.045026089530962723
rock,0.4210522770881653,0.29274246096611023,1985.5802592668947,527.1571966506508,3984.4707782451924,1105.4942895816557,0.17434576153755188,0.08438745141029358,0.09779522235576923,0.03737157862697554
rock,0.4063570499420166,0.29212769865989685,1760.2798160474792,630.586330679503,3368.3727088341348,1295.6153908012343,0.15363609790802002,0.09228634089231491,0.09074894831730769,0.03907743252081906
rock,0.4424491822719574,0.29840347170829773,1695.1137277565135,597.6467812952304,3555.463115985577,1284.4879778912496,0.14108584821224213,0.0757717713713646,0.05829702524038462,0.03643132402148541
rock,0.4706050455570221,0.2923843562602997,2018.0903207783883,698.9991272731602,4197.235389122596,1443.7908653277375,0.14095549285411835,0.07039659470319748,0.08927659254807692,0.05000969733489526
rock,0.43260443210601807,0.3013833463191986,1825.8475873074292,796.3334704515171,4066.876690204327,1662.9528876064128,0.12722887098789215,0.07692678272724152,0.055731670673076925,0.04443585364827386
rock,0.4485909342765808,0.28893813490867615,1862.7509473618873,766.9696415406469,4010.641902043269,1568.2352841309178,0.14003874361515045,0.08147430419921875,0.06796499399038461,0.05502580558010132
rock,0.45379340648651123,0.28642216324806213,2004.760302908864,671.1216558715322,4161.125863882212,1383.0344921548087,0.14790041744709015,0.07216516882181168,0.08470177283653846,0.04785540223191329
rock,0.46635177731513977,0.29674315452575684,1787.2689651191029,749.6392103708116,3975.6090369591348,1524.9331977047577,0.14111290872097015,0.07210179418325424,0.057279146634615384,0.04900111506740807
rock,0.4249543845653534,0.29659438133239746,1782.5679748834627,529.9823181829021,3713.1524188701924,1164.0713868518917,0.1691858172416687,0.08540893346071243,0.07282527043269231,0.03443005356295612
rock,0.4323236644268036,0.2952995300292969,2045.272004623859,682.9230065074942,4280.386681189904,1411.5522259943434,0.14018088579177856,0.08193366974592209,0.08686147836538462,0.05478273407754377
rock,0.3849632441997528,0.30975329875946045,1526.8569830641272,776.115033523183,3265.51025390625,1751.2255193842361,0.13539519906044006,0.0725439116358757,0.04772385817307692,0.04690936091338834
rock,0.37194690108299255,0.30320072174072266,1189.0293677725977,531.6093608999435,2461.0794771634614,1340.8785640056647,0.15106600522994995,0.05944276228547096,0.035693359375,0.024429145731345785
rock,0.3973439931869507,0.3107069134712219,1363.4050645527766,552.0275492235933,2995.5170147235576,1458.9717015150627,0.14571841061115265,0.05685217306017876,0.033785306490384616,0.020525252299610514
rock,0.3885082006454468,0.30614936351776123,1777.1575443607007,675.827025056162,3816.097693810096,1598.941137174709,0.14803937077522278,0.04999961331486702,0.061301832932692306,0.035612107364275
rock,0.3468984067440033,0.32183268666267395,1328.0104467079973,593.6750712144963,2856.1309344951924,1472.580114542117,0.16677416861057281,0.06057865545153618,0.03682016225961538,0.023568725697000893
rock,0.3496728241443634,0.3163895606994629,1568.3604020195046,609.3304066974066,3329.5301231971152,1341.1473829696072,0.16026335954666138,0.06002770736813545,0.053076171875,0.028567560492143873
rock,0.3759523034095764,0.30251064896583557,1478.629171696416,615.7597326250118,3147.408916766827,1432.0099334378558,0.17126213014125824,0.0433688648045063,0.044591346153846155,0.018190760565468107
rock,0.377173513174057,0.3155866861343384,1300.925515101306,644.2598849758424,2803.705866887019,1587.7864712971732,0.14001509547233582,0.06627259403467178,0.034607872596153846,0.026734664329209692
rock,0.40373551845550537,0.3117660582065582,1260.9206137250237,688.0710871734766,2571.6441932091348,1759.0040343357355,0.13385796546936035,0.0569414384663105,0.03653094951923077,0.030122687567625924
