file_name,genre,chroma_stft_mean,chroma_stft_dev,spectral_centroid_mean,spectral_centroid_dev,spectral_rolloff_mean,spectral_rolloff_dev,rms_mean,rms_dev,zero_crossing_rate_mean,zero_crossing_rate_dev
rock.00000.clip0.wav,rock,0.4322959,0.2886301,2168.8857924163985,567.2903800984727,4587.234825721154,1349.8672045862056,0.18159577,0.053568926,0.10026292067307692,0.041026200999815424
rock.00000.clip1.wav,rock,0.376434,0.27583864,1995.5722673371267,305.7942563922287,4506.154033954327,685.6860261782831,0.21366064,0.03317394,0.07781700721153846,0.02318472989620537
rock.00000.clip2.wav,rock,0.3932618,0.2702047,2157.509495670297,237.29453985633896,4795.609975961538,521.384727677557,0.21267396,0.029868802,0.08947566105769231,0.02031752498598973
rock.00000.clip3.wav,rock,0.45609805,0.28868333,2293.119246337915,526.0707520474406,4854.080904447115,1100.461634292563,0.14605951,0.07038432,0.11426532451923077,0.04993781053880026
rock.00000.clip4.wav,rock,0.37341034,0.3024222,1844.4726837503301,366.1272211792581,3756.46728515625,764.3912077163203,0.08568912,0.035189252,0.08227914663461539,0.027648053877700262
rock.00000.clip5.wav,rock,0.42634392,0.29153943,1805.811257821605,618.2897452449076,3764.5008263221152,1343.8133925730463,0.102107026,0.056619447,0.08090444711538461,0.04562494622253875
rock.00000.clip6.wav,rock,0.3716131,0.30209792,1778.6105600784542,366.5539064926924,3547.0154747596152,960.8704696716549,0.1157467,0.049449928,0.076318359375,0.022686039694326636
rock.00000.clip7.wav,rock,0.37226397,0.29034466,1599.5786609040251,406.48121172236154,3704.373497596154,1160.1840903353725,0.07564928,0.040375788,0.04610877403846154,0.015424639650662427
rock.00000.clip8.wav,rock,0.42972174,0.28619945,1979.139624997091,547.563277448239,4153.589242788462,1164.298080104907,0.08722719,0.0546401,0.08967097355769231,0.04332422266900613
rock.00000.clip9.wav,rock,0.25405416,0.28478768,2343.2802652527776,364.4277601800589,4630.384051983173,797.2914798991762,0.06331388,0.036245186,0.13561448317307692,0.024645578499418633
rock.00001.clip0.wav,rock,0.3834744,0.29957545,1411.2141760077488,427.46742286546817,3003.0536358173076,991.4465932695176,0.19465335,0.04191765,0.05871769831730769,0.026031412336612235
rock.00001.clip1.wav,rock,0.3522528,0.29067498,1466.120166519058,284.44508725755804,3112.210411658654,649.7284364243764,0.20615947,0.041066144,0.05369591346153846,0.016749808543754373
rock.00001.clip2.wav,rock,0.49369314,0.2700111,1670.2801463638004,396.7936001356493,3502.044208233173,860.9748132403352,0.19779873,0.039356917,0.07211162860576924,0.02851965307539109
rock.00001.clip3.wav,rock,0.41966718,0.29114896,1218.2861949291814,394.30876043333154,2456.193096454327,1088.563002888437,0.2544378,0.043620486,0.03931415264423077,0.014156948334122562
rock.00001.clip4.wav,rock,0.378261,0.29774278,1308.945979575853,361.4442771909929,2722.542255108173,887.9957710683293,0.21180044,0.043130454,0.04322791466346154,0.015234806990543215
rock.00001.clip5.wav,rock,0.37149408,0.29336703,1310.016244098304,458.8119832986991,2712.189753605769,1103.6737743896483,0.20280355,0.04716879,0.0416015625,0.01626309831901564
rock.00001.clip6.wav,rock,0.3985364,0.30184776,1505.8166980983165,356.3867952630559,3166.7059795673076,909.5413627938709,0.19744442,0.05962712,0.049395282451923074,0.02198465583184799
rock.00001.clip7.wav,rock,0.25694427,0.2990416,1641.5057845505385,270.4771159759827,3637.1236478365386,927.273818238339,0.15355082,0.058840368,0.04836989182692308,0.012421604789693015
