file_name,genre,chroma_stft_mean,chroma_stft_dev,spectral_centroid_mean,spectral_centroid_dev,spectral_rolloff_mean,spectral_rolloff_dev,rms_mean,rms_dev,zero_crossing_rate_mean,zero_crossing_rate_dev
rock.00001.clip0.wav,rock,0.4429466,0.2907197,1648.0326272607062,200.12585531627883,3654.7718394886365,359.275647986028,0.1852499,0.020879358,0.07280939275568182,0.01461667065863631
rock.00001.clip1.wav,rock,0.31273815,0.28065914,1654.8771619383597,314.2080069524962,3493.2728160511365,674.5664863038436,0.17475477,0.042320747,0.07176624644886363,0.020305608003349896
rock.00001.clip2.wav,rock,0.39288652,0.30648583,936.6100444093947,271.27777323537623,1853.5683371803977,655.6704579609551,0.2163149,0.05173364,0.027299360795454544,0.010908776842278076
rock.00001.clip3.wav,rock,0.32700247,0.29018563,1548.3512910164923,226.44994819537277,3253.2265403053975,495.2048520007559,0.20545329,0.048198335,0.05660733309659091,0.016853709847636712
rock.00001.clip4.wav,rock,0.3624921,0.2977925,1364.832180990006,287.402485052535,2953.7192604758525,680.2000761570694,0.20849937,0.049139887,0.049516157670454544,0.01375419039825824
rock.00001.clip5.wav,rock,0.38486022,0.29303113,1484.1200377306884,295.43714177199934,3114.9735884232955,716.9507706713495,0.19622134,0.035534296,0.05088112571022727,0.018568285339574556
rock.00001.clip6.wav,rock,0.44559962,0.2679976,1661.6272990620978,207.54832500378456,3504.52880859375,472.12889890991084,0.19462562,0.030349264,0.06832608309659091,0.013999442212985568
rock.00001.clip7.wav,rock,0.4819287,0.27438033,1657.6805446201108,348.0632611115969,3526.5514026988635,644.732451557475,0.19135915,0.034694698,0.06660600142045454,0.028443515035086273
rock.00001.clip8.wav,rock,0.55492306,0.24874683,1697.4797589127068,551.3294340877943,3485.1978648792615,1246.6615179664159,0.1995788,0.054559052,0.07591663707386363,0.03545606121688945
rock.00001.clip9.wav,rock,0.36398363,0.2967601,1252.7215063675887,593.2946276471907,2688.2246537642045,1620.7641435760574,0.28115484,0.040387385,0.032470703125,0.01582160713216041
rock.00001.clip10.wav,rock,0.45540136,0.281332,1168.3964826618178,161.70802512394957,2235.293301669034,366.84244829916474,0.23793745,0.044979304,0.04343483664772727,0.011688171509043888
rock.00001.clip11.wav,rock,0.45162705,0.2795343,1243.801963355878,283.4288678525268,2453.0722878196025,811.8680344238007,0.23382133,0.037842814,0.039484197443181816,0.013792065874817069
rock.00001.clip12.wav,rock,0.4485616,0.2923783,1123.1715544288331,424.58590996777247,2227.463045987216,1014.0687433109639,0.19781594,0.036582805,0.033003373579545456,0.018998903646111134
rock.00001.clip13.wav,rock,0.35968307,0.28661644,1347.9630565998918,280.24358742160564,2956.655606356534,710.4518962685172,0.21355486,0.033028882,0.04659756747159091,0.011729101857978702
rock.00001.clip14.wav,rock,0.324441,0.29157045,1474.5301704201247,256.1411049975292,3022.723388671875,651.8185860990009,0.21561931,0.059919342,0.047196821732954544,0.010639267986195043
rock.00001.clip15.wav,rock,0.40648785,0.29284135,1235.3929270241272,680.201036363192,2514.00146484375,1604.8418214343926,0.19902724,0.0468591,0.02948552911931818,0.015765242508664293
rock.00001.clip16.wav,rock,0.3445071,0.28631827,1397.941984218959,214.0233516485246,3002.413662997159,500.19469165065175,0.18718958,0.026821664,0.048273259943181816,0.011655970361155578
rock.00001.clip17.wav,rock,0.382477,0.30651587,1297.4560970227735,322.13137469614577,2608.6986194957385,814.8920835635001,0.21450426,0.060390707,0.044133966619318184,0.015557304048718294
rock.00001.clip18.wav,rock,0.43331897,0.29762277,1279.7408453500009,253.39112206745443,2549.7270063920455,888.8221382329099,0.19553405,0.044654503,0.040826970880681816,0.011105881581587854
rock.00001.clip19.wav,rock,0.37640047,0.29129782,1729.3753128561113,411.74039255010115,3674.347478693182,794.7830055781654,0.16591512,0.06654637,0.06065784801136364,0.03081783464245929
rock.00001.clip20.wav,rock,0.39435115,0.30837166,1528.5522583153795,204.789406597323,3314.645108309659,613.3982501740695,0.22277552,0.057727113,0.04373446377840909,0.01350896214145269
rock.00001.clip21.wav,rock,0.34498358,0.30013958,1356.4701328133551,176.19364088808453,2580.8033336292615,407.6831751279901,0.22297354,0.04643248,0.05298961292613636,0.010652779069246708
rock.00001.clip22.wav,rock,0.22839087,0.28596956,1745.9376214374495,197.28506294044905,3962.354070490057,674.4728802608554,0.1268729,0.016886072,0.05153586647727273,0.013288581393543499
rock.00001.clip23.wav,rock,0.19599102,0.28725246,1833.4267682821194,145.57059078527743,4397.42265181108,450.81084969655456,0.10469851,0.015549208,0.0372314453125,0.006911712388146513
rock.00001.clip24.wav,rock,0.22314507,0.2839847,1735.5351342324975,377.1750819916017,3953.5450328480115,945.3023206731594,0.0916074,0.038658176,0.04952725497159091,0.01728825247309075
rock.00001.clip25.wav,rock,0.32692277,0.2901083,2198.7017392143002,439.9851241329278,4979.308527166193,980.4045063966976,0.029560583,0.015381529,0.09136408025568182,0.04036795329955007
rock.00001.clip26.wav,rock,0.44629738,0.28278,2092.7648994259152,403.7963607947193,4669.768732244318,882.184765279358,0.06425627,0.044654187,0.0968017578125,0.04725104550631085
rock.00001.clip27.wav,rock,0.33989894,0.3061455,1467.866172634787,284.52473784352804,3285.036954012784,934.4675361752578,0.1304072,0.048530452,0.039484197443181816,0.010133020957861292
rock.00001.clip28.wav,rock,0.19219095,0.28663236,1806.6165701336279,278.13002242780664,4265.287087180398,943.1968192490274,0.11711869,0.020905849,0.04770729758522727,0.010116424127625001
rock.00001.clip29.wav,rock,0.2813516,0.307654,2000.7943762160162,925.8903693279559,4096.202503551136,1832.0464912637897,0.08602294,0.01919222,0.08094371448863637,0.07051733706344972
